CLAVE DE LA NORMA,TITULO,F. PUBLICACIÓN,TIPO NORMA,PRODUCTO,RAE,CTNN,ONN,DOCUMENTO
NMX-V-005-NORMEX-2013,"BEBIDAS ALCOHÓLICAS-DETERMINACIÓN DE ALDEHÍDOS, ÉSTERES, METANOL Y ALCOHOLES SUPERIORES-MÉTODOS DE ENSAYO (PRUEBA) (CANCELA A LA NMX-V-005-NORMEX-2005).",2014-01-23T00:00:00Z,DEFINITIVA,ALCOHOL,BEBIDAS ALCOHÓLICAS,NO APLICA,"SOCIEDAD MEXICANA DE NORMALIZACIÓN Y CERTIFICACIÓN, S. C. (NORMEX)",NO APLICA
NMX-V-006-NORMEX-2013,"BEBIDAS ALCOHÓLICAS-DETERMINACIÓN DE AZÚCARES, AZÚCARES REDUCTORES DIRECTOS Y TOTALES-MÉTODOS DE ENSAYO (PRUEBA) (CANCELA A LA NMX-V-006-NORMEX-2005).",2014-01-23T00:00:00Z,DEFINITIVA,ALCOHOL,BEBIDAS ALCOHÓLICAS,NO APLICA,"SOCIEDAD MEXICANA DE NORMALIZACIÓN Y CERTIFICACIÓN, S. C. (NORMEX)",NO APLICA
NMX-V-011-NORMEX-2013,"BEBIDAS ALCOHÓLICAS FERMENTADAS-SIDRA NATURAL-SIDRA-SIDRA GASIFICADA-DENOMINACIÓN, ETIQUETADO Y ESPECIFICACIONES (CANCELA A LA NMX-V-011-NORMEX-2007).",2014-01-23T00:00:00Z,DEFINITIVA,SIDRA,BEBIDAS ALCOHÓLICAS,NO APLICA,"SOCIEDAD MEXICANA DE NORMALIZACIÓN Y CERTIFICACIÓN, S. C. (NORMEX)",NO APLICA
NMX-V-012-NORMEX-2005,"BEBIDAS ALCOHOLICAS- VINO -ESPECIFICACIONES (CANCELA LA NMX-V-012-1986).
",2005-03-01T00:00:00Z,DEFINITIVA,VINO,BEBIDAS ALCOHÓLICAS,NO APLICA,"SOCIEDAD MEXICANA DE NORMALIZACIÓN Y CERTIFICACIÓN, S. C. (NORMEX)",NO APLICA
NMX-V-013-NORMEX-2013,BEBIDAS ALCOHÓLICAS-DETERMINACIÓN DEL CONTENIDO ALCOHÓLICO (POR CIENTO DE ALCOHOL EN VOLUMEN A 20ºC (%ALC. VOL.)-MÉTODOS DE ENSAYO (PRUEBA) (CANCELA A LA NMX-V-013-NORMEX-2005).,2014-01-23T00:00:00Z,DEFINITIVA,ALCOHOL,BEBIDAS ALCOHÓLICAS,NO APLICA,"SOCIEDAD MEXICANA DE NORMALIZACIÓN Y CERTIFICACIÓN, S. C. (NORMEX)",NO APLICA
NMX-V-015-NORMEX-2006,"BEBIDAS ALCOHOLICAS-DETERMINACION DE ACIDEZ TOTAL, ACIDEZ FIJA Y ACIDEZ VOLATIL-METODOS DE ENSAYO (PRUEBA) (CANCELA A LAS NMX-V-015-S-1980, NMX-V-016-S-1980 Y NMX-V-026-1986).",2006-08-15T00:00:00Z,DEFINITIVA,ALCOHOL,BEBIDAS ALCOHÓLICAS,NO APLICA,"SOCIEDAD MEXICANA DE NORMALIZACIÓN Y CERTIFICACIÓN, S. C. (NORMEX)",NO APLICA
NMX-V-017-NORMEX-2005,BEBIDAS ALCOHOLICAS-DETERMINACION DE EXTRACTO SECO Y CENIZAS-METODOS DE ENSAYO (PRUEBA) (CANCELA LA NMX-V-017-1996-NORMEX).,2005-06-23T00:00:00Z,DEFINITIVA,ALCOHOL,BEBIDAS ALCOHÓLICAS,NO APLICA,"SOCIEDAD MEXICANA DE NORMALIZACIÓN Y CERTIFICACIÓN, S. C. (NORMEX)",NO APLICA
NMX-V-018-NORMEX-2009,"BEBIDAS ALCOHOLICAS DESTILADAS-BRANDY-DENOMINACION, ETIQUETADO Y ESPECIFICACIONES.",2009-11-06T00:00:00Z,DEFINITIVA,BRANDY,BEBIDAS ALCOHÓLICAS,NO APLICA,"SOCIEDAD MEXICANA DE NORMALIZACIÓN Y CERTIFICACIÓN, S. C. (NORMEX)",NO APLICA
NMX-V-019-NORMEX-2008,"BEBIDAS ALCOHOLICAS DESTILADAS-VODKA-DENOMINACION, ETIQUETADO Y ESPECIFICACIONES (CANCELA LA NMX-V-019-NORMEX-2004).
",2008-06-13T00:00:00Z,DEFINITIVA,VODKA,BEBIDAS ALCOHÓLICAS,NO APLICA,"SOCIEDAD MEXICANA DE NORMALIZACIÓN Y CERTIFICACIÓN, S. C. (NORMEX)",NO APLICA
NMX-V-020-NORMEX-2008,"BEBIDAS ALCOHOLICAS DESTILADAS-GINEBRA-DENOMINACION, ETIQUETADO Y ESPECIFICACIONES (CANCELA LA NMX-V-020-NORMEX-2004).
",2008-06-13T00:00:00Z,DEFINITIVA,GINEBRA,BEBIDAS ALCOHÓLICAS,NO APLICA,"SOCIEDAD MEXICANA DE NORMALIZACIÓN Y CERTIFICACIÓN, S. C. (NORMEX)",NO APLICA
NMX-V-022-1972,AGUAMIEL (CANCELA LA DGN-V-22-1970).,1972-09-26T00:00:00Z,DEFINITIVA,AGUAMIEL,BEBIDAS ALCOHÓLICAS,CTNN DE BEBIDAS ALCOHÓLICAS.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/1972/nmx-v-022-1972.pdf
NMX-V-024-1972,MÉTODO DE PRUEBA PARA LA DETERMINACIÓN DEL CONTENIDO DE AZÚCARES. MÉTODO HIDROMÉTRICO. GLADOS BAUNE EN AGUAMIEL.,1972-09-26T00:00:00Z,DEFINITIVA,AGUAMIEL,BEBIDAS ALCOHÓLICAS,CTNN DE BEBIDAS ALCOHÓLICAS.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/1972/nmx-v-024-1972.pdf
NMX-V-025-NORMEX-2010,"BEBIDAS ALCOHOLICAS-DETERMINACION DE ADICION DE ALCOHOLES O AZUCARES PROVENIENTES DE CAÑA, SORGO O MAIZ A BEBIDAS ALCOHOLICAS PROVENIENTES DE UVA, MANZANA O PERA MEDIANTE LA RELACION ISOTOPICA DE CARBONO 13 ( 13CVPDB), DETERMINACION DEL ORIGEN DE CO2 EN BEBIDAS ALCOHOLICAS GASEOSAS MEDIANTE LA RELACION ISOTOPICA DE CARBONO 13 ( 13CVPDB), DETERMINACION DE ADICION DE AGUA EN LOS VINOS MEDIANTE LA RELACION ISOTOPICA DEL OXIGENO 18 ( 18OVSMOW), POR ESPECTROMETRIA DE MASAS DE ISOTOPOS ESTABLES - METODOS DE PRUEBA.",2010-03-03T00:00:00Z,DEFINITIVA,ALCOHOL,BEBIDAS ALCOHÓLICAS,NO APLICA,"SOCIEDAD MEXICANA DE NORMALIZACIÓN Y CERTIFICACIÓN, S. C. (NORMEX)",NO APLICA
NMX-V-027-NORMEX-2009,"BEBIDAS ALCOHOLICAS-DETERMINACION DE ANHIDRIDO SULFUROSO, DIOXIDO DE AZUFRE (SO2) LIBRE Y TOTAL-METODOS DE ENSAYO (PRUEBA).",2009-06-19T00:00:00Z,DEFINITIVA,MÉTODO DE PRUEBA,BEBIDAS ALCOHÓLICAS,NO APLICA,"SOCIEDAD MEXICANA DE NORMALIZACIÓN Y CERTIFICACIÓN, S. C. (NORMEX)",NO APLICA
NMX-V-029-1972,MÉTODO DE PRUEBA PARA LA DETERMINACIÓN DE PROTEÍNA EN AGUAMIEL.                                                                                                                                                                                            ,1972-09-26T00:00:00Z,DEFINITIVA,AGUAMIEL,BEBIDAS ALCOHÓLICAS,CTNN DE BEBIDAS ALCOHÓLICAS.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/1972/nmx-v-029-1972.pdf
NMX-V-030-NORMEX-2005,BEBIDAS ALCOHOLICAS-VINO GENEROSO-ESPECIFICACIONES (CANCELA LA NMX-V-030-1986).,2005-03-01T00:00:00Z,DEFINITIVA,VINO,BEBIDAS ALCOHÓLICAS,NO APLICA,"SOCIEDAD MEXICANA DE NORMALIZACIÓN Y CERTIFICACIÓN, S. C. (NORMEX)",NO APLICA
NMX-V-032-NORMEX-2010,BEBIDAS ALCOHOLICAS-DETERMINACION DE DENSIDAD RELATIVA-METODO DE ENSAYO (PRUEBA).,2010-03-22T00:00:00Z,DEFINITIVA,ALCOHOL,BEBIDAS ALCOHÓLICAS,NO APLICA,"SOCIEDAD MEXICANA DE NORMALIZACIÓN Y CERTIFICACIÓN, S. C. (NORMEX)",NO APLICA
NMX-V-033-S-1981,"""BEBIDAS ALCOHÓLICAS.-DETERMINACIÓN DE SULFATOS"".                                                                                                                                                                                                               ",1981-03-04T00:00:00Z,DEFINITIVA,ALCOHOL,BEBIDAS ALCOHÓLICAS,CTNN DE BEBIDAS ALCOHÓLICAS.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/1981/nmx-v-033-s-1981.pdf
NMX-V-034-NORMEX-2006,BEBIDAS ALCOHOLICAS-ALCOHOL ETILICO (ETANOL)-MATERIA PRIMA-ESPECIFICACIONES (CANCELA A LA NMX-V-034-1982).,2007-01-24T00:00:00Z,DEFINITIVA,ALCOHOL,BEBIDAS ALCOHÓLICAS,NO APLICA,"SOCIEDAD MEXICANA DE NORMALIZACIÓN Y CERTIFICACIÓN, S. C. (NORMEX)",NO APLICA
NMX-V-037-1972,CALIDAD PARA PULQUE MANEJADO A GRANEL.                                                                                                                                                                                                                                   ,1972-04-13T00:00:00Z,DEFINITIVA,PULQUE,BEBIDAS ALCOHÓLICAS,CTNN DE BEBIDAS ALCOHÓLICAS.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/1972/nmx-v-037-1972.pdf
NMX-V-040-1972,"MÉTODO DE PRUEBA PARA LA DETERMINACIÓN DE AZÚCAR, PREVIA LNVERSIÓN EN PULQUE",1972-04-13T00:00:00Z,DEFINITIVA,PULQUE,BEBIDAS ALCOHÓLICAS,CTNN DE BEBIDAS ALCOHÓLICAS.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/1972/nmx-v-040-1972.pdf
NMX-V-041-1972,MÉTODO DE PRUEBA PARA LA DETERMINACIÓN DEL PH EN PULQUE.                                                                                                                          ,1972-04-13T00:00:00Z,DEFINITIVA,ALCOHOL,BEBIDAS ALCOHÓLICAS,CTNN DE BEBIDAS ALCOHÓLICAS.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/1972/nmx-v-041-1972.pdf
NMX-V-042-1972,MÉTODO DE PRUEBA PARA LA DETERMINACIÓN DE ACIDEZ TOTAL EN PULQUE.,1972-04-13T00:00:00Z,DEFINITIVA,PULQUE,BEBIDAS ALCOHÓLICAS,CTNN DE BEBIDAS ALCOHÓLICAS.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/1972/nmx-v-042-1972.pdf
NMX-V-045-1972,MÉTODO DE PRUEBA PARA LA DETERMINACIÓN DEL INDICE DE REFRACCIÓN CON EL REFRACTÓMETRO DE INMERSIÓN (GRADO REFRACTROMÉTRICO) EN PULQUE.                                                                                                                      ,1972-04-13T00:00:00Z,DEFINITIVA,PULQUE,BEBIDAS ALCOHÓLICAS,CTNN DE BEBIDAS ALCOHÓLICAS.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/1972/nmx-v-045-1972.pdf
NMX-V-046-NORMEX-2009,"BEBIDAS ALCOHOLICAS-DENOMINACION, CLASIFICACION, DEFINICIONES Y TERMINOLOGIA (CANCELA A LA NMX-V-046-NORMEX-2002).",2009-11-09T00:00:00Z,DEFINITIVA,ALCOHOL,BEBIDAS ALCOHÓLICAS,NO APLICA,"SOCIEDAD MEXICANA DE NORMALIZACIÓN Y CERTIFICACIÓN, S. C. (NORMEX)",NO APLICA
NMX-V-047-NORMEX-2009,"BEBIDAS ALCOHOLICAS-VINO ESPUMOSO Y VINO GASIFICADO-DENOMINACION, ETIQUETADO Y ESPECIFICACIONES (CANCELA A LA NMX-V-047-NORMEX-2000).",2009-11-09T00:00:00Z,DEFINITIVA,VINO,BEBIDAS ALCOHÓLICAS,NO APLICA,"SOCIEDAD MEXICANA DE NORMALIZACIÓN Y CERTIFICACIÓN, S. C. (NORMEX)",NO APLICA
NMX-V-048-NORMEX-2009,BEBIDAS ALCOHOLICAS-DETERMINACION DE DIOXIDO DE CARBONO (CO2) EN BEBIDAS ALCOHOLICAS-METODOS DE ENSAYO (PRUEBA) (CANCELA A LA NMX-V-048-NORMEX-2000).,2009-11-09T00:00:00Z,DEFINITIVA,ALCOHOL,BEBIDAS ALCOHÓLICAS,NO APLICA,"SOCIEDAD MEXICANA DE NORMALIZACIÓN Y CERTIFICACIÓN, S. C. (NORMEX)",NO APLICA
NMX-V-049-NORMEX-2004,"BEBIDAS ALCOHOLICAS-BEBIDAS ALCOHOLICAS QUE CONTIENEN TEQUILA-DENOMINACION, ETIQUETADO Y ESPECIFICACIONES.",2004-05-21T00:00:00Z,DEFINITIVA,ALCOHOL,BEBIDAS ALCOHÓLICAS,NO APLICA,"SOCIEDAD MEXICANA DE NORMALIZACIÓN Y CERTIFICACIÓN, S. C. (NORMEX)",NO APLICA
NMX-V-050-NORMEX-2010,"BEBIDAS ALCOHOLICAS-DETERMINACION DE METALES COMO COBRE (CU), PLOMO (PB), ARSENICO (AS), ZINC (ZN), HIERRO (FE), CALCIO (CA), MERCURIO (HG), CADMIO (CD), POR ABSORCION ATOMICA-METODOS DE ENSAYO (PRUEBA).",2011-02-22T00:00:00Z,DEFINITIVA,ALCOHOL,BEBIDAS ALCOHÓLICAS,NO APLICA,"SOCIEDAD MEXICANA DE NORMALIZACIÓN Y CERTIFICACIÓN, S. C. (NORMEX)",NO APLICA
NMX-W-001-SCFI-2011,"ALUMINIO Y SUS ALEACIONES - METODOS DE EVALUACION DEL PROCEDIMIENTO DE RECUBRIMIENTO EN POLVO O LIQUIDO EN PERFILES, LAMINAS Y PIEZAS DE ALUMINIO.",2012-12-03T00:00:00Z,DEFINITIVA,ALUMINIO,PRODUCTOS DE METALES NO FERROSOS,CTNN DEL ALUMINIO Y SUS ALEACIONES.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2010/nmx-w-001-scfi-2011.pdf
NMX-W-014-SCFI-2013,ALUMINIO Y SUS ALEACIONES-DETERMINACIÓN DE LA DUREZA BRINELL (CANCELA A LA NMX-W-014-1979).,2013-07-04T00:00:00Z,DEFINITIVA,ALUMINIO,PRODUCTOS DE METALES NO FERROSOS,CTNN DEL ALUMINIO Y SUS ALEACIONES.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2010/nmx-w-014-scfi-2013.pdf
NMX-W-015-SCFI-2003,ALUMINIO Y SUS ALEACIONES-DETERMINACION DEL ZINC-METODO GRAVIMETRICO (CANCELA A LA NMX-W-015-1980).,2003-02-25T00:00:00Z,DEFINITIVA,ALUMINIO,PRODUCTOS DE METALES NO FERROSOS,CTNN DEL ALUMINIO Y SUS ALEACIONES.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2003/nmx-w-015-scfi-2003.pdf
NMX-W-016-1961,NORMA OFICIAL DE CALIDAD PARA TUBOS DE PLOMO                                                                                                                                                                                                                                      ,1962-05-17T00:00:00Z,DEFINITIVA,TUBO,PRODUCTOS DE METALES NO FERROSOS,CTNN DE LA INDUSTRIA SIDERÚRGICA.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/1961/nmx-w-016-1961.pdf
NMX-W-017-SCFI-2006,PRODUCTOS DE COBRE Y SUS ALEACIONES-TUBOS DE COBRE-DETERMINACION ELECTROMAGNETICA CON CORRIENTES PARASITAS-METODO DE PRUEBA (CANCELA A LA NMX-W-017-1981).,2006-03-23T00:00:00Z,DEFINITIVA,COBRE,PRODUCTOS DE METALES NO FERROSOS,CTNN DE INDUSTRIAS DIVERSAS.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2006/nmx-w-017-scfi-2006.pdf
NMX-W-018-SCFI-2006,PRODUCTOS DE COBRE Y SUS ALEACIONES-TUBOS DE COBRE SIN COSTURA PARA CONDUCCION DE FLUIDOS A PRESION-ESPECIFICACIONES Y METODOS DE PRUEBA (CANCELA A LA NMX-W-018-1995-SCFI).,2006-03-23T00:00:00Z,DEFINITIVA,COBRE,PRODUCTOS DE METALES NO FERROSOS,CTNN DE INDUSTRIAS DIVERSAS.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2006/nmx-w-018-scfi-2006.pdf
NMX-W-020-SCFI-2006,"PRODUCTOS DE COBRE Y SUS ALEACIONES-BARRAS Y PERFILES DE LATON DE FACIL MAQUINADO-ESPECIFICACIONES Y METODOS DE PRUEBA (CANCELA A LA NMX-W-020-1996-SCFI).
",2006-03-23T00:00:00Z,DEFINITIVA,COBRE,PRODUCTOS DE METALES NO FERROSOS,CTNN DE INDUSTRIAS DIVERSAS.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2006/nmx-w-020-scfi-2006.pdf
NMX-W-021-1996,PRODUCTOS DE COBRE Y SUS ALEACIONES TUBOS DE COBRE SIN COSTURA PARA REFRIGERACION ESPECIFICACIONES Y METODOS DE PRUEBA,1996-04-03T00:00:00Z,DEFINITIVA,COBRE,PRODUCTOS DE METALES NO FERROSOS,CTNN DE PRODUCTOS QUÍMICOS.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/1996/nmx-w-021-1996.pdf
NMX-W-022-SCFI-2004,ALUMINIO Y SUS ALEACIONES-BARRAS Y PERFILES EXTRUIDOS-TOLERANCIAS (CANCELA A LA NMX-W-022-1954).,2004-07-20T00:00:00Z,DEFINITIVA,ALUMINIO,PRODUCTOS DE METALES NO FERROSOS,CTNN DEL ALUMINIO Y SUS ALEACIONES.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2004/nmx-w-022-scfi-2004.pdf
NMX-W-023-SCFI-2004,PRODUCTOS DE COBRE Y SUS ALEACIONES-TUBOS DE COBRE SIN COSTURA PARA REFRIGERACION-ESPECIFICACIONES Y METODOS DE PRUEBA (CANCELA A LA NMX-W-023-1996-SCFI).,2004-08-13T00:00:00Z,DEFINITIVA,COBRE,PRODUCTOS DE METALES NO FERROSOS,CTNN DE VÁLVULAS Y CONEXIONES.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2004/nmx-w-023-scfi-2004.pdf
NMX-W-024-1996,PRODUCTOS DE COBRE Y SUS ALEACIONES-ALAMBRE DE LATON-ESPECIFICACIONES Y METODOS DE PRUEBA CANCELA A LA NMX-W-024-1981.),1996-04-03T00:00:00Z,DEFINITIVA,COBRE,PRODUCTOS DE METALES NO FERROSOS,CTNN DEL ALUMINIO Y SUS ALEACIONES.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/1996/nmx-w-024-1996.pdf
NMX-W-028-SCFI-2004,"ALUMINIO Y SUS ALEACIONES-TUBOS REDONDOS EXTRUIDOS PARA RIEGO-ESPECIFICACIONES Y METODOS DE PRUEBA (CANCELA A LA NMX-W-028-1998-SCFI).
",2004-07-20T00:00:00Z,DEFINITIVA,ALUMINIO,PRODUCTOS DE METALES NO FERROSOS,CTNN DEL ALUMINIO Y SUS ALEACIONES.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2004/nmx-w-028-scfi-2004.pdf
NMX-W-030-SCFI-2004,"ALUMINIO Y SUS ALEACIONES-LIMITES DE ESPECIFICACIONES Y TOLERANCIAS DIMENSIONALES DE PRODUCTOS LAMINADOS (CANCELA A LAS NMX-W-030-1956, NMX-W-041-1974, NMX-W-060-1978, NMX-W-061-1978, NMX-W-063-1978, NMX-W-082-1980 Y NMX-W-100-1982).",2004-03-18T00:00:00Z,DEFINITIVA,ALUMINIO,PRODUCTOS DE METALES NO FERROSOS,CTNN DEL ALUMINIO Y SUS ALEACIONES.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2004/nmx-w-030-scfi-2004.pdf
NMX-W-035-SCFI-2007,COBRE Y ALEACIONES DE COBRE-TUBOS PARA CONDENSADORES-ESPECIFICACIONES Y METODOS DE PRUEBA (CANCELA A LA NMX-W-035-1982).,2007-10-15T00:00:00Z,DEFINITIVA,COBRE,PRODUCTOS DE METALES NO FERROSOS,CTNN DE INDUSTRIAS DIVERSAS.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2007/nmx-w-035-scfi-2007.pdf
NMX-W-036-SCFI-2003,ALUMINIO Y SUS ALEACIONES-DETERMINACION DEL MANGANESO-METODO FOTOMETRICO (CANCELA A LA NMX-W-036-1980).,2003-02-25T00:00:00Z,DEFINITIVA,ALUMINIO,PRODUCTOS DE METALES NO FERROSOS,CTNN DEL ALUMINIO Y SUS ALEACIONES.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2003/nmx-w-036-scfi-2003.pdf
NMX-W-037-1982,"""COBRE-CLASIFICACIÓN"" .",1982-02-11T00:00:00Z,DEFINITIVA,COBRE,PRODUCTOS DE METALES NO FERROSOS,CTNN DEL ALUMINIO Y SUS ALEACIONES.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/1982/nmx-w-037-1982.pdf
NMX-W-038-SCFI-2004,ALUMINIO Y SUS ALEACIONES-FUNDICION-ALUMINIO DE PRIMERA FUSION PURO PARA FUNDICION-CLASIFICACION Y COMPOSICION (CANCELA A LA NMX-W-038-1977).,2004-03-18T00:00:00Z,DEFINITIVA,ALUMINIO,PRODUCTOS DE METALES NO FERROSOS,CTNN DEL ALUMINIO Y SUS ALEACIONES.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2004/nmx-w-028-scfi-2004.pdf
NMX-W-039-SCFI-2013,ALUMINIO Y SUS ALEACIONES-ALUMINIO DE PRIMERA FUSIÓN PURO Y ALEADO PARA PROCESAMIENTO MECÁNICO-LÍMITES DE COMPOSICIÓN QUÍMICA (CANCELA A LA NMX-W-039-1996-SCFI).,2013-07-25T00:00:00Z,DEFINITIVA,ALUMINIO,PRODUCTOS DE METALES NO FERROSOS,CTNN DEL ALUMINIO Y SUS ALEACIONES.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2010/nmx-w-039-scfi-2013.pdf
NMX-W-040-SCFI-2003,ALUMINIO Y SUS ALEACIONES-FUNDICION-ALEACIONES DE ALUMINIO EN FORMA DE PIEZAS FUNDIDAS-SISTEMA DE CLASIFICACION Y DESIGNACION (CANCELA A LA NMX-W-040-1991).,2003-02-25T00:00:00Z,DEFINITIVA,ALUMINIO,PRODUCTOS DE METALES NO FERROSOS,CTNN DEL ALUMINIO Y SUS ALEACIONES.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2003/nmx-w-040-scfi-2003.pdf
NMX-W-043-1974,NORMA OFICIAL MEXICANA PARA ARTÍCULOS PLATEADOS DGN-W-43-1974.                                                                                                                                                                                                                                       ,1974-08-12T00:00:00Z,DEFINITIVA,PLATA,PRODUCTOS DE METALES NO FERROSOS,CTNN DEL ALUMINIO Y SUS ALEACIONES.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/1974/nmx-w-043-1974.pdf
NMX-W-044-SCFI-2003,ALUMINIO Y SUS ALEACIONES-PRODUCTOS FABRICADOS POR EL PROCESO DE EXTRUSION EN CALIENTE-CLASIFICACION Y DESIGNACION (CANCELA A LA NMX-W-044-1997-SCFI).,2003-02-25T00:00:00Z,DEFINITIVA,ALUMINIO,PRODUCTOS DE METALES NO FERROSOS,CTNN DEL ALUMINIO Y SUS ALEACIONES.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2003/nmx-w-044-scfi-2003.pdf
NMX-W-045-1976,"""ARTÍCULOS CON RECUBRIMIENTO DE ORO Y DE ALEACIONES DE ORO"".                                                                                                                                                                                                     ",1976-12-17T00:00:00Z,DEFINITIVA,ORO,PRODUCTOS DE METALES NO FERROSOS,CTNN DEL ALUMINIO Y SUS ALEACIONES.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/1976/nmx-w-045-1976.pdf
NMX-W-047-SCFI -2013,ALUMINIO Y SUS ALEACIONES-PROPIEDADES MECÁNICAS-ENSAYO DE RESISTENCIA A LA TENSIÓN (CANCELA A LA NMX-W-047-1999-SCFI).,2013-07-25T00:00:00Z,DEFINITIVA,ALUMINIO,PRODUCTOS DE METALES NO FERROSOS,CTNN DEL ALUMINIO Y SUS ALEACIONES.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2010/nmx-w-047-scfi-2013.pdf
NMX-W-048-SCFI-2003,ALUMINIO Y SUS ALEACIONES-FUSION-ALUMINIO DE PRIMERA FUSION PURO Y ALEADO PARA TRATAMIENTO MECANICO-SISTEMA DE CLASIFICACION Y DESIGNACION (CANCELA A LA NMX-W-048-1977).,2003-02-25T00:00:00Z,DEFINITIVA,ALUMINIO,PRODUCTOS DE METALES NO FERROSOS,CTNN DEL ALUMINIO Y SUS ALEACIONES.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2003/nmx-w-048-scfi-2003.pdf
NMX-W-049-SCFI-2003,"ALUMINIO Y SUS ALEACIONES-DETERMINACION DEL ALUMINIO EN ALEACIONES DE MAGNESIO-METODO DE PRUEBA (CANCELA A LA NMX-W-049-1974).
",2003-02-25T00:00:00Z,DEFINITIVA,ALUMINIO,PRODUCTOS DE METALES NO FERROSOS,CTNN DEL ALUMINIO Y SUS ALEACIONES.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2003/nmx-w-049-scfi-2003.pdf
NMX-W-054-SCFI-2004,"ALUMINIO Y SUS ALEACIONES-LIMITES DE COMPOSICION QUIMICA DEL ALUMINIO PRIMARIO ALEADO PARA FUNDICION (CANCELA A LA NMX-W-054-1977).
",2004-07-20T00:00:00Z,DEFINITIVA,ALUMINIO,PRODUCTOS DE METALES NO FERROSOS,CTNN DEL ALUMINIO Y SUS ALEACIONES.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2004/nmx-w-054-scfi-2004.pdf
NMX-W-055-1976,"""ELECTRÓDOS DE ALUMINIO O DE ALEACIONES DE ALUMINIO PARA SOLDAR ALUMINIO"" (ESTA NORMA CANCELA LA DGN-W-55-1975)",1976-11-26T00:00:00Z,DEFINITIVA,ALUMINIO,PRODUCTOS DE METALES NO FERROSOS,CTNN DEL ALUMINIO Y SUS ALEACIONES.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/1976/nmx-w-055-1976.pdf
NMX-W-056-SCFI-2004,ALUMINIO Y SUS ALEACIONES-FUNDICION-ALUMINIO DE PRIMERA FUSION ALEADO PARA FUNDICION-SISTEMA DE CLASIFICACION Y DESIGNACION (CANCELA A LA NMX-W-056-1977).,2004-07-20T00:00:00Z,DEFINITIVA,ALUMINIO,PRODUCTOS DE METALES NO FERROSOS,CTNN DEL ALUMINIO Y SUS ALEACIONES.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2004/nmx-w-056-scfi-2004.pdf
NMX-W-057-1998-SCFI,ALUMINIO Y SUS ALEACIONES - TEMPLES Y TRATAMIENTOS TÉRMICOS PARA LOS  PRODUCTOS DEL ALUMINIO Y SUS ALEACIONES - CLASIFICACIÓN Y DESIGNACIÓN  ( CANCELA A LA NMX-W-057-1977).                                                                                  ,1998-07-24T00:00:00Z,DEFINITIVA,ALUMINIO,PRODUCTOS DE METALES NO FERROSOS,CTNN DEL ALUMINIO Y SUS ALEACIONES.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/1998/nmx-w-57-1998.pdf
NMX-W-058-SCFI-2003,"ALUMINIO Y SUS ALEACIONES-CLASIFICACION PARA LINGOTES DE ALUMINIO DE SEGUNDA FUSION PURO Y ALEADO PARA FUNDICION (CANCELA A LA NMX-W-058-1991).
",2003-04-01T00:00:00Z,DEFINITIVA,ALUMINIO,PRODUCTOS DE METALES NO FERROSOS,CTNN DEL ALUMINIO Y SUS ALEACIONES.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2003/nmx-w-058-scfi-2003.pdf
