CLAVE DE LA NORMA,TITULO,F. PUBLICACIÓN,F. ENTRADA EN VIGOR,TIPO NORMA,NORMA INTERNACIONAL,PRODUCTO,CONCORDANCIA,RAE,DEPENDENCIA,CCNN,DOCUMENTO
NOM-013-SECRE-2012,"NORMA OFICIAL MEXICANA NOM-013-SECRE-2012, REQUISITOS DE SEGURIDAD PARA EL DISEÑO, CONSTRUCCIÓN, OPERACIÓN Y MANTENIMIENTO DE TERMINALES DE ALMACENAMIENTO DE GAS NATURAL LICUADO QUE INCLUYEN SISTEMAS, EQUIPOS E INSTALACIONES DE RECEPCIÓN, CONDUCCIÓN, VAPORIZACIÓN Y ENTREGA DE GAS NATURAL (CANCELA Y SUSTITUYE A LA NORMA OFICIAL MEXICANA NOM-013-SECRE-2004, REQUISITOS DE SEGURIDAD PARA EL DISEÑO, CONSTRUCCIÓN, OPERACIÓN Y MANTENIMIENTO DE TERMINALES DE ALMACENAMIENTO DE GAS NATURAL LICUADO QUE INCLUYEN SISTEMAS, EQUIPOS E INSTALACIONES DE RECEPCIÓN, CONDUCCIÓN, VAPORIZACIÓN Y ENTREGA DE GAS NATURAL).",2013-09-30T00:00:00Z,2013-11-29T00:00:00Z,DEFINITIVA,"EDICIÓN DE 2009 DE NFPA 59A, PRODUCTION STORAGE AND HANDLING OF LIQUEFIED NATURAL GAS",GAS,TOTALMENTE,AGUA Y SUMINISTRO DE GAS POR DUCTOS,SECRETARÍA DE ENERGÍA,CCNN DE GAS NATURAL (SECRE),http://www.economia-noms.gob.mx/normas/noms/2010/013secre2013.pdf
NOM-013-SEDG-2002,"EVALUACIÓN DE ESPESORES MEDIANTE MEDICIÓN ULTRASÓNICA USANDO EL MÉTODO DE PULSO-ECO, PARA LA VERIFICACIÓN DE RECIPIENTES TIPO NO PORTÁTIL PARA CONTENER GAS L.P., EN USO.",2002-04-26T00:00:00Z,2002-06-25T00:00:00Z,DEFINITIVA,NO EXISTE CONCORDANCIA.,RECIPIENTES PARA CONTENER GAS L.P.,NO APLICA,FABRICACIÓN DE PRODUCTOS METÁLICOS,SECRETARÍA DE ENERGÍA,CCNN DE GAS L.P. (SEDG),http://www.economia-noms.gob.mx/normas/noms/2002/013sedg.pdf
NOM-013-SEMARNAT-2010,QUE REGULA SANITARIAMENTE LA IMPORTACIÓN DE ÁRBOLES DE NAVIDAD NATURALES DE LAS ESPECIES DE LOS GÉNEROS PINUS Y ABIES Y LA ESPECIE PSEUDOTSUGA MENZIESII.,2010-11-06T00:00:00Z,2010-11-07T00:00:00Z,DEFINITIVA,ESTA NORMA OFICIAL MEXICANA NO COINCIDE CON NINGUNA NORMA O LINEAMIENTO INTERNACIONAL,ARBOLES DE NAVIDAD,NO APLICA,APROVECHAMIENTO FORESTAL,SEMARNAT,CCNN PARA LA PROTECCION AMBIENTAL (ECOL).,http://www.economia-noms.gob.mx/normas/noms/2010/013semt2010.pdf
NOM-013-SSA2-2006,PARA LA PREVENCIÓN Y CONTROL DE ENFERMEDADES BUCALES,2008-10-08T00:00:00Z,2008-10-09T00:00:00Z,DEFINITIVA,NO EXISTE CONCORDANCIA.,SERVICIOS,NO APLICA,SERVICIOS MÉDICOS DE CONSULTA EXTERNA Y SERVICIOS RELACIONADOS,SECRETARÍA DE SALUD,CCNN DE PREVENCION Y CONTROL DE ENFERMEDADES (SSA2).,http://www.economia-noms.gob.mx/normas/noms/2008/mod013ssa2.pdf
NOM-013-STPS-1993,RELATIVA A LAS CONDICIONES DE SEGURIDAD E HIGIENE EN LOS CENTROS DE  TRABAJO DONDE SE GENEREN RADIACIONES ELECTROMAGNÉTICAS NO IONIZANTES.,1993-12-06T00:00:00Z,1993-12-07T00:00:00Z,DEFINITIVA,NO EXISTE REFERENCIA EN TEXTO.,PROTECCION LABORAL,NO APLICA,OTROS SERVICIOS DE ASISTENCIA SOCIAL,SECRETARÍA DE TRABAJO Y PREVISIÓN SOCIAL,CCNN DE SEGURIDAD Y SALUDA EN EL TRABAJO (STPS),http://www.economia-noms.gob.mx/normas/noms/1993/013-stps.pdf
NOM-013-ZOO-1994,CAMPAÑA NACIONAL CONTRA LA ENFERMEDAD DE NEWCASTLE PRESENTACIÓN  VELOGÉNICA.,1995-02-28T00:00:00Z,1995-03-01T00:00:00Z,DEFINITIVA,NO EXISTE CONCORDANCIA.,AVES,NO APLICA,SERVICIOS RELACIONADOS CON LAS ACTIVIDADES AGROPECUARIAS Y FORESTALES,SAGARPA,CCNN DE PROTECCION ZOOSANITARIA (ZOO),http://www.economia-noms.gob.mx/normas/noms/1995/013-zoo.pdf
NOM-014-CONAGUA-2003,REQUISITOS PARA LA RECARGA ARTIFICIAL DE ACUÍFEROS CON AGUA RESIDUAL TRATADA.,2009-08-18T00:00:00Z,2009-10-17T00:00:00Z,DEFINITIVA,ESTA NORMA OFICIAL MEXICANA NO ES EQUIVALENTE CON NINGUNA NORMA INTERNACIONAL,AGUA,NO APLICA,ACTIVIDADES DEL GOBIERNO,SEMARNAT,CCNN DEL SECTOR AGUA (CONAGUA),http://www.economia-noms.gob.mx/normas/noms/2009/014conagua09.pdf
NOM-014-ENER-2004,"EFICIENCIA ENERGÉTICA DE MOTORES ELÉCTRICOS DE CORRIENTE ALTERNA, MONOFÁSICOS, DE INDUCCIÓN, TIPO JAULA DE ARDILLA, ENFRIADOS CON AIRE, EN POTENCIA NOMINAL DE 0,180 KW A 1,500 KW. LÍMITES, MÉTODO DE PRUEBA Y MARCADO.",2005-04-19T00:00:00Z,2005-07-18T00:00:00Z,DEFINITIVA,NO CONCUERDA CON NINGUNA NORMA INTERNACIONAL,MOTORES ELECTRICOS,NO APLICA,FABRICACIÓN DE EQUIPO DE GENERACIÓN ELÉCTRICA Y APARATOS Y ACCESORIOS ELÉCTRICOS,SECRETARÍA DE ENERGÍA,CCNN PARA LA PRESERVACION Y USO RACIONAL DE LOS RECURSOS ENERGETICOS (ENER),http://www.economia-noms.gob.mx/normas/noms/2005/014ener2005.pdf
NOM-014-FITO-1995,POR LA QUE SE ESTABLECE LA CUARENTENA EXTERIOR PARA PREVENIR LA  INTRODUCCIÓN DE PLAGAS DEL ALGODONERO.,1996-12-20T00:00:00Z,1996-12-21T00:00:00Z,DEFINITIVA,CODE OF FEDERAL REGULAT. U.S.A,ALGODÓN,TOTALMENTE,AGRICULTURA,SAGARPA,CCNN DE PROTECCION FITOSANITARIA (FITO),http://www.economia-noms.gob.mx/normas/noms/1995/14fito95.pdf
NOM-014-SCFI-1997,"MEDIDORES DE DESPLAZAMIENTO POSITIVO TIPO DIAFRAGMA PARA GAS NATURAL O  L.P. CON CAPACIDAD MÁXIMA DE 16 M3/H CON CAÍDA DE PRESIÓN MÁXIMA DE  200 PA (20,40 MM DE DE COLUMNA DE AGUA) (ESTA NORMA CANCELA A LA NOM-014-SCFI-1993)",1998-10-23T00:00:00Z,1998-12-22T00:00:00Z,DEFINITIVA,"INCISOS 2,4.3,5.3,5.4,7.2.3.2,7.2.3.3,7.2.4,7.2.4.1,7.2.4.2 Y 7.2.4.3 DEL OIML-R-31-1995",INSTRUMENTOS DE MEDICION,PARCIALMENTE,"FABRICACIÓN DE EQUIPO DE COMPUTACIÓN, COMUNICACIÓN, DE MEDICIÓN Y DE OTROS EQUIPOS, COMPONENTES Y AC",SECRETARÍA DE ECONOMÍA,"CCNN DE SEG. AL USUARIO, INF. COMERCIAL Y PRACTICAS DE COMERCIO (SCFI)",http://www.economia-noms.gob.mx/normas/noms/1998/014scfi.pdf
NOM-014-SCT4-1994,REQUISITOS PARA ESTACIONES QUE PRESTAN SERVICIOS A BALSAS DE  SALVAMENTO AUTOINFLABLES.,1998-12-14T00:00:00Z,1999-01-27T00:00:00Z,DEFINITIVA,NO CONCUERDA CON NORMA INTERNACIONAL ALGUNA.,SALVAVIDAS,NO APLICA,TRANSPORTE POR AGUA,S. COMUNICACIONES Y TRANSPORTES,CCNN DE TRANSPORTE MARITIMO Y PUERTOS (SCT4),http://www.economia-noms.gob.mx/normas/noms/1998/014sct4.pdf
NOM-014-SESH-2013,CONEXIÓN INTEGRAL Y CONEXIÓN FLEXIBLE QUE SE UTILIZAN EN INSTALACIONES DE APROVECHAMIENTO DE GAS L.P. O GAS NATURAL. ESPECIFICACIONES Y MÉTODOS DE PRUEBA.,2013-10-16T00:00:00Z,2014-01-14T00:00:00Z,DEFINITIVA,"ESTA NORMA OFICIAL MEXICANA NO ES EQUIVALENTE CON NORMA INTERNACIONAL ALGUNA,",GAS,NO APLICA,OTRAS INDUSTRIAS MANUFACTURERAS,SECRETARÍA DE ENERGÍA,CCNN EN MATERIA DE HIDROCARBUROS,http://www.economia-noms.gob.mx/normas/noms/2010/014sesh2013.pdf
NOM-014-SSA2-1994,"PARA LA PREVENCIÓN, DETECCIÓN, DIAGNÓSTICO, TRATAMIENTO, CONTROL Y  VIGILANCIA EPIDEMIOLÓGICA DEL CÁNCER CÉRVICO UTERINO.",1995-01-16T00:00:00Z,1995-01-17T00:00:00Z,DEFINITIVA,O. M. S. PROGRAMA 1993,SERVICIOS,TOTALMENTE,OTROS SERVICIOS DE ASISTENCIA SOCIAL,SECRETARÍA DE SALUD,CCNN DE PREVENCION Y CONTROL DE ENFERMEDADES (SSA2).,http://www.economia-noms.gob.mx/normas/noms/1995/014-ssa2.pdf
NOM-014-STPS-2000,EXPOSICIÓN LABORAL A PRESIONES AMBIENTALES ANORMALES-CONDICIONES DE SEGURIDAD E HIGIENE.,2000-04-10T00:00:00Z,2000-07-04T00:00:00Z,DEFINITIVA,ESTA NORMA NO CONCUERDA CON NORMA INTERNACIONAL ALGUNA.,PROTECCION LABORAL,NO APLICA,OTROS SERVICIOS DE ASISTENCIA SOCIAL,SECRETARÍA DE TRABAJO Y PREVISIÓN SOCIAL,CCNN DE SEGURIDAD Y SALUDA EN EL TRABAJO (STPS),http://www.economia-noms.gob.mx/normas/noms/2000/014stps.pdf
NOM-014-ZOO-1994,"DETERMINACIÓN DE CLORANFENICOL EN MÚSCULO DE BOVINOS EQUINOS,  PORCINOS, OVINOS Y AVES, POR CROMATOGRAFÍA DE GASES.",1995-03-17T00:00:00Z,1995-03-18T00:00:00Z,DEFINITIVA,NO EXISTE CONCORDANCIA.,"CARNE (BOVINO, EQUINO, OVINO Y PORCINO)",NO APLICA,SERVICIOS RELACIONADOS CON LAS ACTIVIDADES AGROPECUARIAS Y FORESTALES,SAGARPA,CCNN DE PROTECCION ZOOSANITARIA (ZOO),http://www.economia-noms.gob.mx/normas/noms/1995/014-zoo.pdf
NOM-015-CONAGUA-2007,INFILTRACIÓN ARTIFICIAL DE AGUA A LOS ACUÍFEROS.- CARACTERÍSTICAS Y ESPECIFICACIONES DE LAS OBRAS Y DEL AGUA.,2009-08-18T00:00:00Z,2009-10-17T00:00:00Z,DEFINITIVA,CONSULTAR TEXTO DE LA NORMA.,PROTECCION AMBIENTAL,TOTALMENTE,ACTIVIDADES DEL GOBIERNO,SEMARNAT,CCNN DEL SECTOR AGUA (CONAGUA),http://www.economia-noms.gob.mx/normas/noms/2009/015conagua09.pdf
NOM-015-ENER-2012,"EFICIENCIA ENERGÉTICA DE REFRIGERADORES Y CONGELADORES ELECTRODOMÉSTICOS. LÍMITES, MÉTODOS DE PRUEBA Y ETIQUETADO.",2012-02-16T00:00:00Z,2012-05-16T00:00:00Z,DEFINITIVA,ESTA NORMA NO CONCUERDA CON NINGUNA NORMA INTERNACIONAL .,REFRIGERADORES,NO APLICA,FABRICACIÓN DE EQUIPO DE GENERACIÓN ELÉCTRICA Y APARATOS Y ACCESORIOS ELÉCTRICOS,SECRETARÍA DE ENERGÍA,CCNN PARA LA PRESERVACION Y USO RACIONAL DE LOS RECURSOS ENERGETICOS (ENER),http://www.economia-noms.gob.mx/normas/noms/2010/015ener2012.pdf
NOM-015-FITO-1995,POR LA QUE SE ESTABLECE LA CUARENTENA EXTERIOR PARA PREVENIR LA  INTRODUCCIÓN DE PLAGAS DEL COCOTERO.,1997-04-22T00:00:00Z,1997-04-23T00:00:00Z,DEFINITIVA,NO EXISTE CONCORDANCIA.,COCO,NO APLICA,AGRICULTURA,SAGARPA,CCNN DE PROTECCION FITOSANITARIA (FITO),http://www.economia-noms.gob.mx/normas/noms/1997/015-fito.pdf
NOM-015-PESC-1994,PARA REGULAR LA EXTRACCIÓN DE LAS EXISTENCIAS NATURALES DE OSTIÓN EN  LOS SISTEMAS LAGUNARIOS ESTUARINOS DEL ESTADO DE TABASCO.,1995-04-24T00:00:00Z,1995-04-25T00:00:00Z,DEFINITIVA,CONSULTAR TEXTO.,OSTION,TOTALMENTE,"PESCA, CAZA Y CAPTURA",SAGARPA,CCNN DE NORMALIZACIÓN AGROALIMENTARIA (SAGARPA),http://www.economia-noms.gob.mx/normas/noms/1995/015-pesc.pdf
NOM-015-SCFI-2007,INFORMACIÓN COMERCIAL-ETIQUETADO PARA JUGUETES.,2008-04-17T00:00:00Z,2009-01-17T00:00:00Z,DEFINITIVA,NO EXISTE CONCORDANCIA,INFORMACION COMERCIAL,NO APLICA,OTRAS INDUSTRIAS MANUFACTURERAS,SECRETARÍA DE ECONOMÍA,"CCNN DE SEG. AL USUARIO, INF. COMERCIAL Y PRACTICAS DE COMERCIO (SCFI)",http://www.economia-noms.gob.mx/normas/noms/2008/015scfi2008.pdf
NOM-015-SECRE-2013,"DISEÑO, CONSTRUCCIÓN, SEGURIDAD, OPERACIÓN Y MANTENIMIENTO DE SISTEMAS DE ALMACENAMIENTO DE GAS LICUADO DE PETRÓLEO MEDIANTE PLANTA DE DEPÓSITO O PLANTA DE SUMINISTRO QUE SE ENCUENTRAN DIRECTAMENTE VINCULADOS A LOS SISTEMAS DE TRANSPORTE O DISTRIBUCIÓN POR DUCTO DE GAS LICUADO DE PETRÓLEO, O QUE FORMAN PARTE INTEGRAL DE LAS TERMINALES TERRESTRES O MARÍTIMAS DE IMPORTACIÓN DE DICHO PRODUCTO.",2013-12-12T00:00:00Z,2014-02-10T00:00:00Z,DEFINITIVA,NO TIENE CONCORDANCIA ALGUNA CON NORMAS INTERNACIONALES,GAS,NO APLICA,AGUA Y SUMINISTRO DE GAS POR DUCTOS,SECRETARÍA DE ENERGÍA,CCNN DE GAS NATURAL (SECRE),http://www.economia-noms.gob.mx/normas/noms/2010/015secre2013.pdf
NOM-015-SEMARNAT/SAGARPA-2007,QUE ESTABLECE LAS ESPECIFICACIONES TÉCNICAS DE MÉTODOS DE USO DEL FUEGO EN LOS TERRENOS FORESTALES Y EN LOS TERRENOS DE USO AGROPECUARIO.,2009-01-16T00:00:00Z,2009-04-12T00:00:00Z,DEFINITIVA,NO EXISTE CONCORDANCIA,PROTECCION AMBIENTAL,NO APLICA,AGRICULTURA,SEMARNAT,CCNN PARA LA PROTECCION AMBIENTAL (ECOL).,http://www.economia-noms.gob.mx/normas/noms/2008/017ensec.pdf
NOM-015-SESH-2013,REGULADORES DE BAJA PRESIÓN PARA GAS L.P. ESPECIFICACIONES Y MÉTODOS DE PRUEBA.,2013-10-17T00:00:00Z,2014-02-14T00:00:00Z,DEFINITIVA,LA PRESENTE NORMA OFICIAL MEXICANA NO ES CONCORDANTE CON NINGUNA NORMA INTERNACIONAL,REGULADORES,NO APLICA,OTRAS INDUSTRIAS MANUFACTURERAS,SECRETARÍA DE ENERGÍA,CCNN EN MATERIA DE HIDROCARBUROS,http://www.economia-noms.gob.mx/normas/noms/2010/015sesh2013.pdf
NOM-015-SSA2-2010,"PARA LA PREVENCIÓN, TRATAMIENTO Y CONTROL DE LA DIABETES MELLITUS.",2010-11-23T00:00:00Z,2010-11-24T00:00:00Z,DEFINITIVA,MANUAL DE NORMAS TÉCNICAS Y ADMINISTRATIVAS DEL PROGRAMA DE DIABETES MELLITUS OMS,SERVICIOS,TOTALMENTE,ACTIVIDADES DEL GOBIERNO,SECRETARÍA DE SALUD,CCNN DE PREVENCION Y CONTROL DE ENFERMEDADES (SSA2).,http://www.economia-noms.gob.mx/normas/noms/2010/015ssa2010.pdf
NOM-015-SSA3-2012,PARA LA ATENCIÓN INTEGRAL A PERSONAS CON DISCAPACIDAD.,2012-09-14T00:00:00Z,2012-11-13T00:00:00Z,DEFINITIVA,ESTA NORMA NO TIENE CONCORDANCIA CON NINGUNA NORMA INTERNACIONAL,SERVICIOS,NO APLICA,ACTIVIDADES DEL GOBIERNO,SECRETARÍA DE SALUD,"CCNN DE INNOVACION, DESARROLLO, TECNOLOGIAS E INFORMACION EN SALUD",http://www.economia-noms.gob.mx/normas/noms/2010/015ssa32012.pdf
NOM-015-STPS-2001,CONDICIONES TÉRMICAS ELEVADAS O ABATIDAS-CONDICIONES DE SEGURIDAD E HIGIENE.,2002-06-14T00:00:00Z,2002-12-11T00:00:00Z,DEFINITIVA,ISO 7243 HOT ENVIRONMENTS-ESTIMATION OF THE HEAT STRESS ON WORKING MAN,PROTECCION LABORAL,PARCIALMENTE,OTROS SERVICIOS DE ASISTENCIA SOCIAL,SECRETARÍA DE TRABAJO Y PREVISIÓN SOCIAL,CCNN DE SEGURIDAD Y SALUDA EN EL TRABAJO (STPS),http://www.economia-noms.gob.mx/normas/noms/2002/015stps.pdf
NOM-015-ZOO-1994,"ANÁLISIS DE ARSÉNICO, EN HÍGADO, MÚSCULO Y RIÑÓN DE BOVINOS, EQUINOS,  PORCINOS, OVINOS Y AVES POR ESPECTROMETRÍA DE ABSORCIÓN ATÓMICA.",1995-03-08T00:00:00Z,1995-03-09T00:00:00Z,DEFINITIVA,NO EXISTE CONCORDANCIA.,"CARNE (BOVINO, EQUINO, OVINO Y PORCINO)",NO APLICA,SERVICIOS RELACIONADOS CON LAS ACTIVIDADES AGROPECUARIAS Y FORESTALES,SAGARPA,CCNN DE PROTECCION ZOOSANITARIA (ZOO),http://www.economia-noms.gob.mx/normas/noms/1995/015-zoo.pdf
NOM-016-ENER-2010,"EFICIENCIA ENERGÉTICA DE MOTORES DE CORRIENTE ALTERNA, TRIFÁSICOS, DE INDUCCIÓN, TIPO JAULA DE ARDILLA, EN POTENCIA NOMINAL DE 0,746 A 373 KW. LÍMITES, MÉTODO DE PRUEBA Y MARCADO.",2010-10-19T00:00:00Z,2010-12-19T00:00:00Z,DEFINITIVA,ESTA NORMA OFICIAL MEXICANA NO CONCUERDA CON NINGUNA NORMA INTERNACIONAL.,MOTORES ELECTRICOS,NO APLICA,FABRICACIÓN DE EQUIPO DE GENERACIÓN ELÉCTRICA Y APARATOS Y ACCESORIOS ELÉCTRICOS,SECRETARÍA DE ENERGÍA,CCNN PARA LA PRESERVACION Y USO RACIONAL DE LOS RECURSOS ENERGETICOS (ENER),http://www.economia-noms.gob.mx/normas/noms/2010/016ener2010.pdf
NOM-016-FITO-1995,POR LA QUE SE ESTABLECE LA CUARENTENA EXTERIOR PARA PREVENIR LA  INTRODUCCIÓN DE PLAGAS DE LA CAÑA DEL AZÚCAR.,1996-12-02T00:00:00Z,1996-12-03T00:00:00Z,DEFINITIVA,NO EXISTE CONCORDANCIA.,CAÑA DE AZUCAR,NO APLICA,SERVICIOS RELACIONADOS CON LAS ACTIVIDADES AGROPECUARIAS Y FORESTALES,SAGARPA,CCNN DE PROTECCION FITOSANITARIA (FITO),http://www.economia-noms.gob.mx/normas/noms/1996/016-fito.pdf
NOM-016-PESC-1994,"PARA REGULAR LA PESCA DE LISA Y LISETA O LEBRANCHA EN AGUAS DE  JURISDICCIÓN FEDERAL DEL GOLFO DE MÉXICO Y MAR CARIBE, ASÍ COMO DEL  OCÉANO PACÍFICO, INCLUYENDO EL GOLFO DE CALIFORNIA.",1995-04-24T00:00:00Z,1995-04-25T00:00:00Z,DEFINITIVA,CONSULTAR TEXTO.,PESCADO,PARCIALMENTE,"PESCA, CAZA Y CAPTURA",SAGARPA,CCNN DE NORMALIZACIÓN AGROALIMENTARIA (SAGARPA),http://www.economia-noms.gob.mx/normas/noms/1995/016-pesc.pdf
NOM-016-SCFI-1993,APARATOS ELECTRÓNICOS DE USO EN OFICINA Y ALIMENTADOS POR DIFERENTES  FUENTES DE ENERGÍA ELÉCTRICA - REQUISITOS DE SEGURIDAD Y MÉTODOS DE  PRUEBA.(SE RATIFICA POR CINCO AÑOS SEGÚN RESOLUCIÓN PUBLICADA EN EL D. O. F.  EL 29/06/2005),1993-10-14T00:00:00Z,1994-01-01T00:00:00Z,DEFINITIVA,"IEC-335-1-1976, LSO-4882",ELECTRODOMESTICOS,PARCIALMENTE,FABRICACIÓN DE EQUIPO DE GENERACIÓN ELÉCTRICA Y APARATOS Y ACCESORIOS ELÉCTRICOS,SECRETARÍA DE ECONOMÍA,"CCNN DE SEG. AL USUARIO, INF. COMERCIAL Y PRACTICAS DE COMERCIO (SCFI)",http://www.economia-noms.gob.mx/normas/noms/1993/016-scfi.pdf
NOM-016-SEMARNAT-2013,QUE REGULA FITOSANITARIAMENTE LA IMPORTACIÓN DE MADERA ASERRADA NUEVA.,2013-03-04T00:00:00Z,2013-07-02T00:00:00Z,DEFINITIVA,NIMF NO. 12 DE LA FAO; NIMF NO. 15 DE LA FAO,PROTECCION AMBIENTAL,PARCIALMENTE,ACTIVIDADES DEL GOBIERNO,SEMARNAT,CCNN PARA LA PROTECCION AMBIENTAL (ECOL).,http://www.economia-noms.gob.mx/normas/noms/2010/016semar2013.pdf
NOM-016-SSA2-2012,"PARA LA VIGILANCIA, PREVENCIÓN, CONTROL, MANEJO Y TRATAMIENTO DEL CÓLERA.",2012-10-23T00:00:00Z,2012-10-24T00:00:00Z,DEFINITIVA,ESTA NORMA NO ES EQUIVALENTE A NINGUNA NORMA INTERNACIONAL,SERVICIOS MÉDICOS,NO APLICA,ACTIVIDADES DEL GOBIERNO,SECRETARÍA DE SALUD,CCNN DE PREVENCION Y CONTROL DE ENFERMEDADES (SSA2).,http://www.economia-noms.gob.mx/normas/noms/2010/016ssa22012.pdf
NOM-016-SSA3-2012,QUE ESTABLECE LAS CARACTERÍSTICAS MÍNIMAS DE INFRAESTRUCTURA Y EQUIPAMIENTO DE HOSPITALES Y CONSULTORIOS DE ATENCIÓN MÉDICA ESPECIALIZADA.,2013-01-08T00:00:00Z,2013-03-09T00:00:00Z,DEFINITIVA,ESTA NORMA NO TIENE CONCORDANCIA CON NINGUNA NORMA INTERNACIONAL,SERVICIOS MÉDICOS,NO APLICA,HOSPITALES,SECRETARÍA DE SALUD,"CCNN DE INNOVACION, DESARROLLO, TECNOLOGIAS E INFORMACION EN SALUD",http://www.economia-noms.gob.mx/normas/noms/2010/016ssa32013.pdf
NOM-016-STPS-2001,OPERACIÓN Y MANTENIMIENTO DE FERROCARRILES-CONDICIONES DE SEGURIDAD E HIGIENE.,2001-07-12T00:00:00Z,2001-09-10T00:00:00Z,DEFINITIVA,ESTA NORMA NO CONCUERDA CON NINGUNA NORMA INTERNACIONAL,PROTECCION LABORAL,NO APLICA,TRANSPORTE POR FERROCARRIL,SECRETARÍA DE TRABAJO Y PREVISIÓN SOCIAL,CCNN DE SEGURIDAD Y SALUDA EN EL TRABAJO (STPS),http://www.economia-noms.gob.mx/normas/noms/2001/016stps.pdf
NOM-016-ZOO-1994,"ANÁLISIS DE MERCURIO EN HÍGADO, MÚSCULO Y RIÑÓN DE BOVINOS, EQUINOS,  PORCINOS, OVINOS Y AVES, POR ESPECTROMETRÍA DE ABSORCIÓN ATÓMICA.",1995-03-09T00:00:00Z,1995-03-10T00:00:00Z,DEFINITIVA,NO EXISTE CONCORDANCIA.,"CARNE (BOVINO, EQUINO, OVINO Y PORCINO)",NO APLICA,SERVICIOS RELACIONADOS CON LAS ACTIVIDADES AGROPECUARIAS Y FORESTALES,SAGARPA,CCNN DE PROTECCION ZOOSANITARIA (ZOO),http://www.economia-noms.gob.mx/normas/noms/1995/016-zoo.pdf
NOM-017-ENER/SCFI-2012,EFICIENCIA ENERGÉTICA Y REQUISITOS DE SEGURIDAD DE LÁMPARAS FLUORESCENTES COMPACTAS AUTOBALASTRADAS. LÍMITES Y MÉTODOS DE PRUEBA.,2013-01-09T00:00:00Z,2013-03-10T00:00:00Z,DEFINITIVA,NORMA INTERNACIONAL IEC 60969,LAMPARAS,TOTALMENTE,FABRICACIÓN DE EQUIPO DE GENERACIÓN ELÉCTRICA Y APARATOS Y ACCESORIOS ELÉCTRICOS,SECRETARÍA DE ECONOMÍA,"CCNN DE SEG. AL USUARIO, INF. COMERCIAL Y PRACTICAS DE COMERCIO (SCFI)",http://www.economia-noms.gob.mx/normas/noms/2010/017enerscfi2013.pdf
NOM-017-FITO-1995,POR LA QUE SE ESTABLECE LA CUARENTENA EXTERIOR PARA PREVENIR LA  INTRODUCCIÓN DE PALGAS DEL TRIGO.,1996-12-05T00:00:00Z,1996-12-06T00:00:00Z,DEFINITIVA,NO EXISTE CONCORDANCIA.,TRIGO,NO APLICA,AGRICULTURA,SAGARPA,CCNN DE PROTECCION FITOSANITARIA (FITO),http://www.economia-noms.gob.mx/normas/noms/1996/017-fito.pdf
NOM-017-PESC-1994,PARA REGULAR LAS ACTIVIDADES DE PESCA DEPORTIVO RECREATIVA EN LAS  AGUAS DE JURISDICCIÓN FEDERAL DE LOS ESTADOS UNIDOS MEXICANOS.,1995-05-09T00:00:00Z,1995-05-10T00:00:00Z,DEFINITIVA,CONSULTAR TEXTO.,PROTECCION ANIMAL,PARCIALMENTE,"PESCA, CAZA Y CAPTURA",SAGARPA,CCNN DE NORMALIZACIÓN AGROALIMENTARIA (SAGARPA),http://www.economia-noms.gob.mx/normas/noms/1995/017-pesc.pdf
NOM-017-SCFI-1993,"INFORMACIÓN COMERCIAL-ETIQUETADO DE ARTÍCULOS RECONSTRUÍDOS, USADOS O  DE SEGUNDA MANO, DE SEGUNDA LÍNEA, DESCONTINUADOS Y FUERA DE  ESPECIFICACIONES.",1993-10-29T00:00:00Z,1994-01-01T00:00:00Z,DEFINITIVA,NO EXISTE CONCORDANCIA.,INFORMACION COMERCIAL,NO APLICA,OTRAS INDUSTRIAS MANUFACTURERAS,SECRETARÍA DE ECONOMÍA,"CCNN DE SEG. AL USUARIO, INF. COMERCIAL Y PRACTICAS DE COMERCIO (SCFI)",http://www.economia-noms.gob.mx/normas/noms/1993/017-scfi.pdf
NOM-017-SCT4-2011,ESPECIFICACIONES TÉCNICAS QUE DEBEN CUMPLIR LOS PLANOS PARA EMBARCACIONES Y ARTEFACTOS NAVALES.,2011-11-07T00:00:00Z,2012-01-06T00:00:00Z,DEFINITIVA,NORMAS DE LA ORGANIZACIÓN INTERNACIONAL DE NORMALIZACIÓN.,EMBARCACIONES,PARCIALMENTE,TRANSPORTE POR AGUA,S. COMUNICACIONES Y TRANSPORTES,CCNN DE TRANSPORTE MARITIMO Y PUERTOS (SCT4),http://www.economia-noms.gob.mx/normas/noms/2010/017sct42011.pdf
NOM-017-SSA2-2012,PARA LA VIGILANCIA EPIDEMIOLÓGICA.,2013-02-19T00:00:00Z,2013-02-20T00:00:00Z,DEFINITIVA,ESTA NORMA NO ES CONCORDANTE CON NINGUNA NORMA INTERNACIONAL,SERVICIOS MÉDICOS,NO APLICA,ACTIVIDADES DEL GOBIERNO,SECRETARÍA DE SALUD,CCNN DE PREVENCION Y CONTROL DE ENFERMEDADES (SSA2).,http://www.economia-noms.gob.mx/normas/noms/2010/017ssa22012.pdf
